fIndex,fname,label,response,session,t_start,t_end,t_resp,subID,pitch,mfcc,mel,scentroid,harm,intensity,xvec,lang,changeIns
75,./playback/STIMULI/chinese/wavFilesTest/BAC009S0214W0262_BAC009S0757W0439_03_23_nspkrs_2.wav,2,2,TEST,0.0,7.635,8.101,3,20.319201717588726,44.661850132585634,47.401622455522755,372.9767661416464,0.9463161896994237,1.4414840753451017,42.33810458956299,0,3.23
68,./playback/STIMULI/chinese/wavFilesTest/BAC009S0195W0418_BAC009S0195W0360_03_84_nspkrs_1.wav,1,1,TEST,0.0,6.97,7.5729999999999995,3,6.698808067622309,25.53359465759342,30.509862513653957,180.28175763728632,0.8400687585935387,1.171605591467241,32.23968995352012,0,3.84
47,./playback/STIMULI/chinese/wavFilesTest/BAC009S0120W0135_BAC009S0252W0194_04_06_nspkrs_2.wav,2,2,TEST,0.0,8.209,8.551,3,4.339574797148231,25.056062912482624,27.122101835165875,15.556218635944731,0.7489835588719664,0.681485304574224,61.69301324807568,0,4.06
104,./playback/STIMULI/chinese/wavFilesTest/BAC009S0901W0384_BAC009S0902W0364_03_81_nspkrs_2.wav,2,1,TEST,0.0,7.73,8.262,3,0.29615280007803335,24.67099388083017,26.232812078786424,176.004075899305,2.496103318960712,1.730063099306264,50.63388561216623,0,3.81
96,./playback/STIMULI/chinese/wavFilesTest/BAC009S0729W0483_BAC009S0729W0320_04_55_nspkrs_1.wav,1,1,TEST,0.0,7.462999999999999,8.081,3,14.740259083424064,17.533060971647238,18.577944901357306,100.25903497878937,0.937738598263663,0.56539187766775,29.18490418777087,0,4.55
90,./playback/STIMULI/chinese/wavFilesTest/BAC009S0517W0412_BAC009S0517W0305_02_87_nspkrs_1.wav,1,1,TEST,0.0,6.367000000000001,7.651,3,0.1330954219534135,28.292196624782644,29.444932497572765,58.85679691279438,3.4103089789950314,2.870007971399758,32.13290672250538,0,2.87
53,./playback/STIMULI/chinese/wavFilesTest/BAC009S0131W0134_BAC009S0198W0373_03_08_nspkrs_2.wav,2,2,TEST,0.0,7.785,8.207,3,4.348191973527065,40.323443962055585,42.471693544617295,227.74625021057375,1.0033271367243604,0.3292938470786311,57.658610163434794,0,3.08
65,./playback/STIMULI/chinese/wavFilesTest/BAC009S0191W0224_BAC009S0745W0306_04_33_nspkrs_2.wav,2,2,TEST,0.0,8.742,9.291,3,1.8389765926760901,18.43504078931376,20.613795782439723,129.99175832592255,1.10189045927169,0.013643654143223216,43.37238735267917,0,4.33
63,./playback/STIMULI/chinese/wavFilesTest/BAC009S0185W0372_BAC009S0185W0370_03_82_nspkrs_1.wav,1,1,TEST,0.0,6.906000000000001,7.544,3,56.67504778532546,44.128246075005265,53.937226520134196,272.51978926890615,6.016915027573246,3.973707128518768,36.80663791057303,0,3.82
40,./playback/STIMULI/chinese/wavFilesTest/BAC009S0092W0416_BAC009S0092W0154_04_81_nspkrs_1.wav,1,1,TEST,0.0,7.692,8.261000000000001,3,1.488605988750848,25.533339616796013,26.156697290445788,49.73250036935258,3.348414168501753,0.06338667174905765,34.18549631438452,0,4.81
92,./playback/STIMULI/chinese/wavFilesTest/BAC009S0601W0275_BAC009S0716W0469_03_73_nspkrs_2.wav,2,2,TEST,0.0,7.57,8.01,3,4.074982251522883,34.45562389828538,39.53923310156956,22.801912522791326,1.2424947116006706,3.1089348324550343,55.79265684086504,0,3.73
62,./playback/STIMULI/chinese/wavFilesTest/BAC009S0184W0225_BAC009S0660W0219_03_92_nspkrs_2.wav,2,2,TEST,0.0,7.928999999999999,8.288,3,2.5995293404950246,40.80715744497643,42.17276187398624,357.66276560210474,3.4810010033094105,5.982830808348666,37.055100176481815,0,3.92
42,./playback/STIMULI/chinese/wavFilesTest/BAC009S0095W0359_BAC009S0916W0408_04_44_nspkrs_2.wav,2,1,TEST,0.0,8.972000000000001,9.353,3,5.410680332690092,40.93549993657436,42.36941474008136,2.163260689478875,2.477870583936033,0.21551620341043076,44.274919451479114,0,4.44
15,./playback/STIMULI/chinese/wavFilesTest/BAC009S0046W0243_BAC009S0102W0212_03_56_nspkrs_2.wav,2,2,TEST,0.0,7.209,8.912,3,3.5047572481865927,23.900738494955764,26.144663444786183,100.74582543894905,1.9876004756755776,0.02177863568455507,55.11657945195555,0,3.56
59,./playback/STIMULI/chinese/wavFilesTest/BAC009S0153W0169_BAC009S0230W0205_03_06_nspkrs_2.wav,2,2,TEST,0.0,6.212999999999999,6.688,3,1.215219144106527,43.99978465711172,45.14776226350713,121.25631172063652,0.29488497865401087,1.7862642707984406,41.87993763792542,0,3.06
98,./playback/STIMULI/chinese/wavFilesTest/BAC009S0734W0238_BAC009S0905W0174_04_15_nspkrs_2.wav,2,2,TEST,0.0,8.395,8.816,3,1.7840230112432494,33.17905521704966,34.46763993616706,139.01396464550163,1.4457131282173936,1.7628820126261502,35.32924368561795,0,4.15
11,./playback/STIMULI/chinese/wavFilesTest/BAC009S0038W0122_BAC009S0718W0357_03_53_nspkrs_2.wav,2,2,TEST,0.0,7.1339999999999995,7.67,3,0.3783375347162803,31.856947697848092,33.52045173906186,164.41980073212676,3.2927426228788192,2.9084737716680706,43.775548888715086,0,3.53
22,./playback/STIMULI/chinese/wavFilesTest/BAC009S0064W0121_BAC009S0108W0160_03_62_nspkrs_2.wav,2,1,TEST,0.0,7.72,8.075,3,0.26044489131489,17.577181660665772,21.053585579812832,27.80154351262638,0.6918958361987215,2.128282808630132,34.12290364607102,0,3.62
10,./playback/STIMULI/chinese/wavFilesTest/BAC009S0037W0398_BAC009S0037W0309_03_07_nspkrs_1.wav,1,1,TEST,0.0,5.729,6.281000000000001,3,0.8477878537332799,34.143805586869995,34.705981991844695,22.369341553423965,1.867454860906422,0.07633741604887234,36.51343330060962,0,3.07
86,./playback/STIMULI/chinese/wavFilesTest/BAC009S0350W0164_BAC009S0513W0149_03_50_nspkrs_2.wav,2,2,TEST,0.0,7.1,7.686,3,12.315402965166669,16.884890235921684,21.159222634074453,73.28389889427888,1.6916724485063348,0.122090086296609,47.934654703675434,0,3.5
60,./playback/STIMULI/chinese/wavFilesTest/BAC009S0167W0400_BAC009S0167W0388_02_72_nspkrs_1.wav,1,1,TEST,0.0,6.522,7.223,3,20.032631465030107,15.416757760266545,21.34494815639038,74.96125674301976,1.9128792256739082,0.9903594836919325,34.42213043909545,0,2.72
94,./playback/STIMULI/chinese/wavFilesTest/BAC009S0703W0422_BAC009S0703W0208_03_52_nspkrs_1.wav,1,1,TEST,0.0,8.11,8.743,3,5.562069735992793,26.44501900800399,27.041085092425025,53.076856816184375,2.2052458562037787,1.8737316333778722,28.20800593373217,0,3.52
26,./playback/STIMULI/chinese/wavFilesTest/BAC009S0068W0324_BAC009S0906W0357_04_27_nspkrs_2.wav,2,2,TEST,0.0,7.236000000000001,8.927,3,14.712300878272103,30.570498304622763,31.567123761654983,107.78432119734691,2.292811179731067,1.1346051843516705,58.557152905267486,0,4.27
61,./playback/STIMULI/chinese/wavFilesTest/BAC009S0167W0471_BAC009S0660W0299_04_90_nspkrs_2.wav,2,2,TEST,0.0,9.902000000000001,10.719000000000001,3,3.7092408562971,12.934479989913848,17.29730840892941,109.73839020733266,1.277673984953191,0.1849534197933309,32.49200617009856,0,4.9
43,./playback/STIMULI/chinese/wavFilesTest/BAC009S0108W0444_BAC009S0108W0334_02_99_nspkrs_1.wav,1,1,TEST,0.0,7.234,7.686,3,7.409390303869088,14.732006633952441,15.689314924439419,2.5317311268468075,1.1718283322494916,1.139801363358444,35.564605224602516,0,2.99
19,./playback/STIMULI/chinese/wavFilesTest/BAC009S0052W0186_BAC009S0084W0412_03_80_nspkrs_2.wav,2,2,TEST,0.0,6.441,7.027,3,10.377835586584396,26.83754200726056,28.804985176781468,154.20431504399562,4.115481937070328,2.0367644935155482,40.7146749296763,0,3.8
17,./playback/STIMULI/chinese/wavFilesTest/BAC009S0050W0290_BAC009S0078W0244_04_21_nspkrs_2.wav,2,2,TEST,0.0,8.504,8.992,3,0.6915442058072472,17.51812451693341,20.327143893339844,24.577871315479456,3.2029502380388504,0.6343225391886875,38.433673718937996,0,4.21
9,./playback/STIMULI/chinese/wavFilesTest/BAC009S0036W0376_BAC009S0036W0336_03_34_nspkrs_1.wav,1,1,TEST,0.0,8.354,8.9,3,1.6142605110378128,18.126683828648837,18.455999366141885,1.6845611777881118,1.4871279418863281,0.5338875789037019,28.877707768274227,0,3.34
45,./playback/STIMULI/chinese/wavFilesTest/BAC009S0112W0207_BAC009S0734W0409_02_53_nspkrs_2.wav,2,1,TEST,0.0,5.136,5.801,3,1.6952387605428498,44.49447917882309,45.74400689171846,11.257437368238357,0.20328520186495247,2.518085877896013,46.40762207976565,0,2.53
52,./playback/STIMULI/chinese/wavFilesTest/BAC009S0130W0243_BAC009S0230W0296_02_78_nspkrs_2.wav,2,2,TEST,0.0,5.662999999999999,6.206,3,12.944616817064173,35.93261353011191,39.876686257271295,331.83839889501036,1.2071574414783246,3.6952229991245247,52.79589885382871,0,2.78
93,./playback/STIMULI/chinese/wavFilesTest/BAC009S0661W0448_BAC009S0661W0338_03_86_nspkrs_1.wav,1,1,TEST,0.0,6.619,7.591,3,10.277153857802034,39.92846172591276,40.460717709095356,90.76514217719142,3.8762001343448222,2.3841470540731677,36.79965212601267,0,3.86
99,./playback/STIMULI/chinese/wavFilesTest/BAC009S0736W0311_BAC009S0736W0289_04_45_nspkrs_1.wav,1,2,TEST,0.0,8.87,9.399,3,28.154056202615777,37.53461443661376,41.113370942898705,83.14071713782073,2.5051471992858474,5.3249504434786985,36.450100595738235,0,4.45
89,./playback/STIMULI/chinese/wavFilesTest/BAC009S0510W0397_BAC009S0510W0268_02_55_nspkrs_1.wav,1,1,TEST,0.0,6.056,6.485,3,2.238887597184828,24.885780968436485,26.574668174456807,112.05376909368357,1.8348752782390356,2.708115504411282,35.76689458520753,0,2.55
67,./playback/STIMULI/chinese/wavFilesTest/BAC009S0195W0174_BAC009S0204W0372_04_52_nspkrs_2.wav,2,2,TEST,0.0,9.132,9.7,3,5.246838409371264,34.80615271067633,37.43171096829123,26.959698140435535,1.1336383412258186,1.8493248128991127,46.3327204936159,0,4.52
103,./playback/STIMULI/chinese/wavFilesTest/BAC009S0901W0266_BAC009S0901W0192_02_88_nspkrs_1.wav,1,1,TEST,0.0,6.209,6.825,3,32.52787790799283,39.283408142089115,40.380730595066666,238.89253635770928,3.023073530202028,1.044413991902573,35.18097802324256,0,2.88
76,./playback/STIMULI/chinese/wavFilesTest/BAC009S0221W0390_BAC009S0221W0360_02_68_nspkrs_1.wav,1,1,TEST,0.0,5.648,6.412000000000001,3,11.689819391468802,23.629872696861877,26.559549667356812,34.774141108911294,2.8409469904277422,2.415624051616902,36.556727891494354,0,2.68
25,./playback/STIMULI/chinese/wavFilesTest/BAC009S0067W0365_BAC009S0067W0250_02_77_nspkrs_1.wav,1,1,TEST,0.0,5.982,6.912000000000001,3,15.785932142493564,21.731479605509872,22.043506472918047,96.19027774813009,1.1979025381444632,1.3666555789770172,32.224803998503816,0,2.77
105,./playback/STIMULI/chinese/wavFilesTest/BAC009S0902W0425_BAC009S0902W0208_03_61_nspkrs_1.wav,1,1,TEST,0.0,8.092,8.6,3,9.82709785453244,26.107468997101265,27.02231817270935,61.36650527551069,0.40545322426721064,2.376092788895562,31.486366113278606,0,3.61
48,./playback/STIMULI/chinese/wavFilesTest/BAC009S0121W0178_BAC009S0122W0348_04_55_nspkrs_2.wav,2,2,TEST,0.0,7.672999999999999,9.972000000000001,3,21.93089271016558,38.65507373465617,39.529229498252114,98.39831979524712,4.565725194461418,3.0561670297281296,42.13416108479039,0,4.55
78,./playback/STIMULI/chinese/wavFilesTest/BAC009S0242W0494_BAC009S0242W0152_04_77_nspkrs_1.wav,1,1,TEST,0.0,8.464,9.26,3,13.499378028469096,27.043057339271616,29.919701328023145,230.6747781673381,1.943882474949298,1.0147303525935314,37.3172561882188,0,4.77
20,./playback/STIMULI/chinese/wavFilesTest/BAC009S0059W0167_BAC009S0117W0410_03_10_nspkrs_2.wav,2,2,TEST,0.0,6.287999999999999,6.734,3,4.5985301637261955,22.471080160351452,25.76473771407162,91.53770985899888,0.6378671446578608,1.1418182246987527,50.74729455884636,0,3.1
72,./playback/STIMULI/chinese/wavFilesTest/BAC009S0203W0326_BAC009S0665W0433_04_17_nspkrs_2.wav,2,2,TEST,0.0,8.44,8.834,3,14.734245560568638,35.56778143618674,38.74390080186087,158.9363484833745,3.650524615589811,7.257371654013966,30.489872586995624,0,4.17
83,./playback/STIMULI/chinese/wavFilesTest/BAC009S0342W0169_BAC009S0342W0129_03_49_nspkrs_1.wav,1,1,TEST,0.0,6.593,7.242999999999999,3,11.594473469494972,23.634577070468495,32.21001007678823,11.589208935072804,0.8270017983226445,0.35931407803970217,33.46936778911836,0,3.49
91,./playback/STIMULI/chinese/wavFilesTest/BAC009S0599W0369_BAC009S0599W0145_03_02_nspkrs_1.wav,1,1,TEST,0.0,7.832999999999999,8.566,3,4.410498384272614,28.470038527413024,29.44987411409563,22.144225325581317,0.6604920217887429,1.1300667319978572,25.990682570374567,0,3.02
44,./playback/STIMULI/chinese/wavFilesTest/BAC009S0110W0303_BAC009S0110W0230_03_54_nspkrs_1.wav,1,1,TEST,0.0,7.102,7.767,3,7.1818467582278345,16.987838711226207,20.389335495343023,33.47133911642027,1.3192473375191565,0.5371624128434576,30.164972107999013,0,3.54
27,./playback/STIMULI/chinese/wavFilesTest/BAC009S0070W0447_BAC009S0083W0159_03_98_nspkrs_2.wav,2,2,TEST,0.0,8.484,8.892000000000001,3,9.355132016503319,56.77237602934348,57.7809950751741,108.50259531099522,0.8603662426689382,5.140019082086624,48.78830571456192,0,3.98
50,./playback/STIMULI/chinese/wavFilesTest/BAC009S0125W0128_BAC009S0170W0274_02_88_nspkrs_2.wav,2,2,TEST,0.0,7.275,7.854,3,16.748966109981893,30.73470789747174,35.505960363955246,87.98096778047739,2.198760963456886,0.07582244246376035,44.634012006895325,0,2.88
16,./playback/STIMULI/chinese/wavFilesTest/BAC009S0049W0316_BAC009S0049W0136_03_24_nspkrs_1.wav,1,1,TEST,0.0,6.11,6.579,3,18.338331694475457,24.83951315090181,26.142725267837427,90.68709085900417,1.0327424792998698,0.4947049558855525,34.14307036532262,0,3.24
46,./playback/STIMULI/chinese/wavFilesTest/BAC009S0117W0303_BAC009S0123W0335_05_00_nspkrs_2.wav,2,2,TEST,0.0,10.093,10.595,3,23.43967068379078,49.21312567545538,50.19325542568392,226.79170207283573,1.4628167498713154,2.4392189489881986,46.08776545959425,0,5.0
4,./playback/STIMULI/chinese/wavFilesTest/BAC009S0012W0137_BAC009S0052W0186_03_80_nspkrs_2.wav,2,2,TEST,0.0,7.699,8.301,3,0.6056201695250394,26.65170095329788,30.099504871760306,8.541811367839387,1.5220811964249812,3.6423888468674193,47.677709530704476,0,3.8
6,./playback/STIMULI/english/wavFilesTest/1089-134691-0018_1089-134686-0027_03_09_nspkrs_1.wav,1,1,TRAIN,0.0,5.9110000000000005,7.516,3,28.5586218662109,30.191512995299558,31.038729824951776,56.67011794163267,0.41750823463335607,1.8467937949338449,0.0,1,3.09
14,./playback/STIMULI/english/wavFilesTest/1259-27120-0025_1259-137770-0014_02_90_nspkrs_1.wav,1,1,TRAIN,0.0,7.188,8.212,3,60.14067819046366,27.05757485000099,34.5927910350199,257.90977992328806,3.058566161381526,1.6474408387453678,0.0,1,2.9
4,./playback/STIMULI/english/wavFilesTest/1081-125237-0096_1081-125237-0009_02_92_nspkrs_1.wav,1,1,TRAIN,0.0,5.582000000000001,6.635,3,3.763099537161594,35.802490348166025,36.958006784115874,116.60561328822718,1.1580928207775685,0.48429382817202793,0.0,1,2.92
8,./playback/STIMULI/english/wavFilesTest/1098-133695-0077_211-122442-0035_04_80_nspkrs_2.wav,2,2,TRAIN,0.0,9.202,10.101,3,0.24029198283147934,31.278348284518653,33.52054396587117,177.85340939883457,2.0217379591149083,1.7244452587651296,0.0,1,4.8
7,./playback/STIMULI/english/wavFilesTest/1093-132891-0112_7395-89882-0032_03_45_nspkrs_2.wav,2,2,TRAIN,0.0,8.071,8.882,3,3.109000477036574,35.939603568802944,37.90496289565433,252.40195678092712,5.689750317653383,3.837683674728183,0.0,1,3.45
15,./playback/STIMULI/english/wavFilesTest/126-122467-0042_126-122467-0021_02_90_nspkrs_1.wav,1,1,TRAIN,0.0,7.3229999999999995,8.196,3,0.9732841456903429,28.55826046636859,29.580842273899375,65.20425520665805,0.1678875189482163,2.756160577872052,0.0,1,2.9
1,./playback/STIMULI/english/wavFilesTest/1034-121119-0041_1034-121119-0035_04_62_nspkrs_1.wav,1,1,TRAIN,0.0,7.511,8.42,3,9.451303362389353,13.91811725604838,14.389551011274909,44.85960516292255,1.8360591841063467,1.6275423799269078,0.0,1,4.62
5,./playback/STIMULI/english/wavFilesTest/1089-134686-0032_7832-258250-0055_04_09_nspkrs_2.wav,2,2,TRAIN,0.0,8.317,9.052999999999999,3,1.9877556887880274,28.593135202734796,29.59680940855299,161.05934646394257,2.2566156961363397,0.9038623467895803,0.0,1,4.09
10,./playback/STIMULI/english/wavFilesTest/1160-139717-0011_1455-138263-0002_04_55_nspkrs_2.wav,2,2,TRAIN,0.0,7.903,8.769,3,1.2751155464105892,31.670513931558634,34.076011280335095,277.0564974511926,0.607280329552994,3.35437188273778,0.0,1,4.55
9,./playback/STIMULI/english/wavFilesTest/115-122944-0032_4899-32637-0006_04_54_nspkrs_2.wav,2,2,TRAIN,0.0,9.65,10.360999999999999,3,23.096301910713663,33.07204750427069,35.22058573618499,354.9477138784841,7.612270097125251,2.9701834213967544,0.0,1,4.54
43,./playback/STIMULI/english/wavFilesTest/249-121331-0101_249-121331-0070_04_61_nspkrs_1.wav,1,1,TEST,0.0,7.59,8.371,3,9.317826163670617,18.733857578453513,20.902026353828514,92.14132484462186,2.68704572995234,0.34605728965181015,36.60355967783249,1,4.61
69,./playback/STIMULI/english/wavFilesTest/403-128339-0052_403-126855-0027_02_56_nspkrs_1.wav,1,2,TEST,0.0,7.192,7.724,3,138.44743184888682,34.841884139705776,48.09943988109614,80.91866907406182,1.055310790906951,1.9788561926638124,42.27176140186809,1,2.56
63,./playback/STIMULI/english/wavFilesTest/3615-14677-0003_6865-95959-0002_04_75_nspkrs_2.wav,2,2,TEST,0.0,9.396,10.517999999999999,3,8.272770451338033,28.1076795771132,29.81682381967572,447.1433677097134,2.964293186787252,5.408703624902259,53.74421824387025,1,4.75
67,./playback/STIMULI/english/wavFilesTest/3994-149798-0026_3994-149798-0015_02_97_nspkrs_1.wav,1,1,TEST,0.0,6.196000000000001,7.175,3,122.05872564786608,42.74997236983212,52.066537422343366,60.27740052804995,2.692375777786893,0.20856075357865222,48.15160141018287,1,2.97
98,./playback/STIMULI/english/wavFilesTest/6544-67863-0019_7752-110522-0018_04_66_nspkrs_2.wav,2,2,TEST,0.0,9.645,12.217,3,13.268800669657224,24.182176591717706,26.534715578810967,40.11532274406619,0.08837310891750505,0.08164371201527842,36.96959537467066,1,4.66
36,./playback/STIMULI/english/wavFilesTest/2136-5143-0001_7729-102255-0000_02_90_nspkrs_2.wav,2,1,TEST,0.0,6.282,8.079,3,3.809227185044193,23.036688656556617,25.595550116931385,78.15027485160306,1.3211613248751046,2.511747999938706,47.212541496924466,1,2.9
2,./playback/STIMULI/english/wavFilesTest/1040-133433-0054_7475-232691-0026_04_16_nspkrs_2.wav,2,2,TEST,0.0,8.087,8.883,3,7.731452227886464,31.36883428081834,33.646783426023504,167.63135607553158,1.9411022966304419,6.221541869568426,37.06809666649934,1,4.16
104,./playback/STIMULI/english/wavFilesTest/7302-86814-0041_7302-86814-0031_04_57_nspkrs_1.wav,1,1,TEST,0.0,7.462999999999999,8.63,3,21.701072997890634,23.248793532081248,25.642192200221146,101.41209009155068,1.3812728348743253,4.461899156814681,31.09657488856982,1,4.57
90,./playback/STIMULI/english/wavFilesTest/5740-97610-0037_6782-61316-0044_03_73_nspkrs_2.wav,2,2,TEST,0.0,7.492000000000001,8.485,3,2.603571662225221,58.583670241124516,60.32399699339544,373.9779584701172,6.330056241684231,0.23560169867297986,37.599378576080746,1,3.73
40,./playback/STIMULI/english/wavFilesTest/2388-153728-0008_6925-80680-0016_04_72_nspkrs_2.wav,2,2,TEST,0.0,8.371,9.655,3,3.014581169373159,45.06997370212875,45.41067112427393,314.28048715929776,0.29981787446184427,2.5023467153811225,43.935911521667606,1,4.72
51,./playback/STIMULI/english/wavFilesTest/2853-164187-0022_2853-164187-0009_04_30_nspkrs_1.wav,1,2,TEST,0.0,9.262,9.882,3,92.76986314891838,38.812022034128894,42.70316886042142,53.95301097239542,6.620681422737071,1.0343951377359701,32.74166198842979,1,4.3
99,./playback/STIMULI/english/wavFilesTest/6924-114452-0012_6924-114452-0004_02_69_nspkrs_1.wav,1,1,TEST,0.0,7.185,8.191,3,4.324170210576938,20.032313552200737,23.148538406655405,15.64552183179444,2.4475990179536744,1.2970312821261842,33.14344910057113,1,2.69
95,./playback/STIMULI/english/wavFilesTest/6294-86679-0038_8464-282934-0001_02_83_nspkrs_2.wav,2,1,TEST,0.0,5.541,6.735,3,25.57005499520797,62.302389828175436,62.912817045770375,126.20511821145885,5.882825997003593,1.670972258437942,48.434453949151596,1,2.83
79,./playback/STIMULI/english/wavFilesTest/4854-24731-0065_7139-75360-0016_04_69_nspkrs_2.wav,2,2,TEST,0.0,9.713,11.710999999999999,3,2.391929178733392,46.76614479125434,47.656286875637846,260.19210786430796,0.04707764849432827,5.03594870592552,58.817747080211625,1,4.69
37,./playback/STIMULI/english/wavFilesTest/224-129790-0037_224-129790-0000_02_80_nspkrs_1.wav,1,1,TEST,0.0,6.099,6.98,3,92.65329312025776,32.34677156246947,50.34423360963395,53.8389672999574,0.6800176764942254,1.7255169301778892,33.740691185375915,1,2.8
44,./playback/STIMULI/english/wavFilesTest/251-137823-0025_251-137823-0015_03_66_nspkrs_1.wav,1,1,TEST,0.0,6.372999999999999,7.771,3,32.65089369282711,15.131829414798766,22.924608379778306,59.7006484349011,2.2159511478974103,2.7500983502766587,40.51045221695111,1,3.66
91,./playback/STIMULI/english/wavFilesTest/576-129623-0090_8677-296078-0041_03_62_nspkrs_2.wav,2,2,TEST,0.0,7.275,8.45,3,19.15776717084225,42.73372924054033,45.02253840067977,846.735447253387,6.820296195744737,1.1411265072304388,41.907253290631154,1,3.62
72,./playback/STIMULI/english/wavFilesTest/4108-2772-0031_5389-4861-0003_04_14_nspkrs_2.wav,2,1,TEST,0.0,8.18,8.787,3,0.8160029609488078,29.59987712458045,30.489068349712056,142.93214551887013,0.9959708561027885,0.22797506565670744,44.55649689041951,1,4.14
47,./playback/STIMULI/english/wavFilesTest/2741-159386-0015_5660-101884-0019_03_19_nspkrs_2.wav,2,1,TEST,0.0,7.932,8.946,3,14.434167673190302,44.3979264948181,47.294909524271404,188.07084480896856,0.43356693764806664,3.479012801328608,40.07148127291938,1,3.19
75,./playback/STIMULI/english/wavFilesTest/4236-8927-0076_6330-66016-0028_04_62_nspkrs_2.wav,2,2,TEST,0.0,8.926,9.968,3,0.3557272307002961,34.10895617839784,37.518057831152355,135.56535906043888,0.9573937155943142,0.7401144286798456,63.979627102109404,1,4.62
32,./playback/STIMULI/english/wavFilesTest/2007-149877-0061_2007-132570-0049_03_77_nspkrs_1.wav,1,2,TEST,0.0,7.407,9.446,3,12.663213176765083,48.4625385186948,55.1042849921211,435.72819408378416,0.1250276648263604,0.5311529172101217,35.06563530563357,1,3.77
87,./playback/STIMULI/english/wavFilesTest/5684-46243-0050_84-121123-0018_03_21_nspkrs_2.wav,2,2,TEST,0.0,6.857,7.558,3,6.853474066717297,19.324664419021282,21.63961341871783,31.935015847066552,1.3770988258439445,1.4411362400510939,53.32030217034851,1,3.21
76,./playback/STIMULI/english/wavFilesTest/4535-279852-0034_4535-279849-0002_02_87_nspkrs_1.wav,1,1,TEST,0.0,6.787000000000001,7.582000000000001,3,65.20810131287615,29.74315723652731,36.74598338992561,89.16598439950769,0.7627872017893083,1.0715375001122567,35.874942653840954,1,2.87
41,./playback/STIMULI/english/wavFilesTest/2393-144496-0100_2393-144496-0061_04_77_nspkrs_1.wav,1,1,TEST,0.0,7.412000000000001,8.171,3,19.301501313872194,22.421848523387446,23.826822213866254,83.37505877831882,0.7148216771819431,3.6068351771867384,32.40452405573613,1,4.77
108,./playback/STIMULI/english/wavFilesTest/8464-282934-0092_8464-282934-0065_02_94_nspkrs_1.wav,1,1,TEST,0.0,5.5889999999999995,7.437,3,105.9788401312174,39.70126907076694,41.564729482219406,198.09319410574625,0.4966227661838367,1.1810899639634727,49.46189968562284,1,2.94
55,./playback/STIMULI/english/wavFilesTest/3185-163505-0080_3185-163505-0041_02_78_nspkrs_1.wav,1,1,TEST,0.0,5.901,6.4479999999999995,3,62.97549070815835,37.44929697487991,39.058718952788624,218.95564109781913,2.7438511698670656,2.2623159337921237,45.55455989402227,1,2.78
26,./playback/STIMULI/english/wavFilesTest/1752-16632-0048_288-130994-0034_04_76_nspkrs_2.wav,2,2,TEST,0.0,8.048,8.588,3,3.2320191055315206,44.069629073428636,45.18859999452063,104.77169893141706,3.940639054460606,0.7979726382191217,63.06380715208988,1,4.76
65,./playback/STIMULI/english/wavFilesTest/3630-24758-0009_5652-19215-0011_04_81_nspkrs_2.wav,2,2,TEST,0.0,9.316,10.354000000000001,3,5.257343500512377,48.71713004313739,51.45332836768711,133.29722492502367,4.13990672945226,1.0256853754776358,43.58964225966084,1,4.81
101,./playback/STIMULI/english/wavFilesTest/718-129597-0066_8063-274112-0003_03_84_nspkrs_2.wav,2,2,TEST,0.0,7.699,8.827,3,0.6442593775861383,41.7151590371759,42.80230633596842,167.37099953576822,1.1444764268595637,2.1213393097710878,43.80007707100089,1,3.84
89,./playback/STIMULI/english/wavFilesTest/5727-47030-0068_5727-47030-0024_02_88_nspkrs_1.wav,1,1,TEST,0.0,5.496,6.361000000000001,3,48.71813606366926,33.80784092708053,34.61801417056359,33.479232412945976,0.9445986014743948,4.0221838595327455,50.51478493654409,1,2.88
61,./playback/STIMULI/english/wavFilesTest/353-128309-0092_353-128309-0024_04_18_nspkrs_1.wav,1,1,TEST,0.0,7.106,7.8389999999999995,3,32.47802418535029,20.142819814464676,21.406585750229578,70.27609976339204,1.1603361056969703,3.1181568564780804,36.36029890342345,1,4.18
88,./playback/STIMULI/english/wavFilesTest/5694-64029-0010_7569-102240-0015_03_85_nspkrs_2.wav,2,2,TEST,0.0,7.813,8.487,3,1.5043671157266658,19.09909373271567,23.27194743094333,151.30166202006694,1.150526940773636,3.4066365437228683,41.89698229792669,1,3.85
34,./playback/STIMULI/english/wavFilesTest/210-129396-0170_210-129396-0000_02_65_nspkrs_1.wav,1,1,TEST,0.0,6.494,7.171,3,2.799578521412286,91.85473403961355,92.46646776880644,162.55386481667057,3.018829747113527,4.866716846718603,45.555668867122726,1,2.65
83,./playback/STIMULI/english/wavFilesTest/5386-8684-0008_7176-92135-0007_03_85_nspkrs_2.wav,2,2,TEST,0.0,7.235,7.722,3,1.6071494725760402,19.75875856332574,21.62024440679096,91.48700152147359,1.1159529275703903,2.960641360940187,44.48978948535332,1,3.85
110,./playback/STIMULI/english/wavFilesTest/986-129388-0046_986-129388-0002_03_65_nspkrs_1.wav,1,1,TEST,0.0,6.652,8.269,3,5.544663691691682,40.30378386269988,40.96305820893375,426.09600369836187,2.508088219830901,0.5767893228487253,33.5540511294549,1,3.65
77,./playback/STIMULI/english/wavFilesTest/4595-45218-0039_4595-45204-0025_04_18_nspkrs_1.wav,1,2,TEST,0.0,6.952000000000001,7.563,3,97.55627854338405,34.83679632863111,38.895623555072525,75.3039733758227,5.250061923640555,2.9351831180059804,46.46815351584993,1,4.18
