fIndex,fname,label,response,session,t_start,t_end,t_resp,subID,pitch,mfcc,mel,scentroid,harm,intensity,xvec,lang,changeIns,RT,incorrect
64,./playback/STIMULI/chinese/wavFilesTest/BAC009S0187W0335_BAC009S0203W0176_04_71_nspkrs_2.wav,2,2,TEST,0.0,8.556000000000001,9.116,6,5.242128314980789,36.87937206079668,40.43711657587954,137.5942700240144,1.3547577899974108,1.146963299566707,36.34852724618371,0,4.71,0.5599999999999987,0
24,./playback/STIMULI/chinese/wavFilesTest/BAC009S0065W0350_BAC009S0065W0123_03_54_nspkrs_1.wav,1,1,TEST,0.0,7.035,7.521,6,15.058430375249655,13.579642763993418,14.660615897168636,103.1148048474173,1.217405550195254,1.9785786154986056,33.930288361347664,0,3.54,0.48599999999999977,0
65,./playback/STIMULI/chinese/wavFilesTest/BAC009S0191W0224_BAC009S0745W0306_04_33_nspkrs_2.wav,2,2,TEST,0.0,9.04,9.419,6,1.83897659267609,18.435040789313764,20.613795782439727,129.99175832592258,1.10189045927169,0.013643654143223216,43.372387352679176,0,4.33,0.37900000000000134,0
58,./playback/STIMULI/chinese/wavFilesTest/BAC009S0149W0322_BAC009S0510W0446_04_32_nspkrs_2.wav,2,1,TEST,0.0,9.048,9.93,6,3.196731250087737,24.40362780023752,26.24771124379707,12.258264820163904,1.5284978103147484,2.1013217367085417,42.837870295170696,0,4.32,0.8819999999999997,1
66,./playback/STIMULI/chinese/wavFilesTest/BAC009S0194W0331_BAC009S0194W0185_04_71_nspkrs_1.wav,1,1,TEST,0.0,8.3,8.373,6,2.4012147632085146,17.707310765532803,20.354282810116068,8.695420313024556,1.440224921172396,2.1925486742932208,32.126903936377204,0,4.71,0.07299999999999862,0
32,./playback/STIMULI/chinese/wavFilesTest/BAC009S0076W0478_BAC009S0252W0422_02_80_nspkrs_2.wav,2,2,TEST,0.0,6.035,6.597,6,13.580959959564323,30.857980361487762,32.20968275026817,61.810183500782955,4.645162496701134,0.9080890154693576,62.5171945910804,0,2.8,0.5620000000000003,0
41,./playback/STIMULI/chinese/wavFilesTest/BAC009S0093W0203_BAC009S0106W0233_03_05_nspkrs_2.wav,2,2,TEST,0.0,6.534,7.459,6,12.696084392243733,31.591810669750036,32.80855309741198,60.57412989858671,2.3479011987107583,2.295900897224272,47.97178371550642,0,3.05,0.9249999999999998,0
34,./playback/STIMULI/chinese/wavFilesTest/BAC009S0085W0438_BAC009S0119W0152_03_70_nspkrs_2.wav,2,2,TEST,0.0,7.7879999999999985,8.435,6,8.110737045932979,43.16564466234386,44.150627413763196,277.16139428363687,4.283528306006828,2.024580162895191,55.54256309316928,0,3.7,0.647000000000002,0
102,./playback/STIMULI/chinese/wavFilesTest/BAC009S0759W0192_BAC009S0763W0147_04_14_nspkrs_2.wav,2,1,TEST,0.0,8.787,9.533,6,10.34829892652658,38.910630029167535,39.957327305704155,182.78674365278488,1.477765215762366,0.8833993039532402,40.950165813686795,0,4.14,0.7459999999999987,1
99,./playback/STIMULI/chinese/wavFilesTest/BAC009S0736W0311_BAC009S0736W0289_04_45_nspkrs_1.wav,1,2,TEST,0.0,9.302,9.806,6,28.15405620261577,37.53461443661376,41.11337094289871,83.14071713782073,2.5051471992858474,5.3249504434786985,36.45010059573824,0,4.45,0.5039999999999996,1
96,./playback/STIMULI/chinese/wavFilesTest/BAC009S0729W0483_BAC009S0729W0320_04_55_nspkrs_1.wav,1,1,TEST,0.0,7.777,8.402999999999999,6,14.740259083424066,17.533060971647238,18.577944901357306,100.25903497878937,0.9377385982636629,0.56539187766775,29.184904187770872,0,4.55,0.6259999999999986,0
35,./playback/STIMULI/chinese/wavFilesTest/BAC009S0089W0196_BAC009S0705W0255_04_30_nspkrs_2.wav,2,2,TEST,0.0,8.051,8.441,6,7.011761318110674,18.52482222910993,19.38616716421837,144.0357573869351,2.2080807478931703,0.1234432953215645,51.20181019613288,0,4.3,0.39000000000000057,0
46,./playback/STIMULI/chinese/wavFilesTest/BAC009S0117W0303_BAC009S0123W0335_05_00_nspkrs_2.wav,2,2,TEST,0.0,10.565,11.203,6,23.43967068379078,49.21312567545538,50.193255425683915,226.79170207283573,1.4628167498713154,2.4392189489881986,46.08776545959425,0,5.0,0.6379999999999999,0
100,./playback/STIMULI/chinese/wavFilesTest/BAC009S0743W0407_BAC009S0743W0382_02_56_nspkrs_1.wav,1,1,TEST,0.0,6.547999999999999,6.965,6,3.667108239524538,13.625437095490494,17.66931990873678,66.78150855066815,1.1032135992087166,2.254204913222381,37.25377971626549,0,2.56,0.4170000000000007,0
74,./playback/STIMULI/chinese/wavFilesTest/BAC009S0210W0338_BAC009S0210W0209_02_63_nspkrs_1.wav,1,2,TEST,0.0,7.786,8.501,6,14.729660503653266,32.39179754182476,35.734987146359245,193.81395436495683,3.335236152956917,2.369302093155582,36.32738734979392,0,2.63,0.7149999999999999,1
21,./playback/STIMULI/chinese/wavFilesTest/BAC009S0060W0354_BAC009S0714W0158_03_64_nspkrs_2.wav,2,2,TEST,0.0,7.881,8.384,6,9.289232317893394,34.23701918153973,35.84225468074894,195.1101202408532,1.5563857558152314,1.6851956397030818,60.20019852603935,0,3.64,0.5030000000000001,0
13,./playback/STIMULI/chinese/wavFilesTest/BAC009S0039W0451_BAC009S0039W0210_04_62_nspkrs_1.wav,1,1,TEST,0.0,8.044,8.911,6,0.3203774183182304,23.783019216985874,25.266423767098647,98.25531578086004,0.4953619444409823,1.2469045223988928,30.93263664926156,0,4.62,0.8669999999999991,0
50,./playback/STIMULI/chinese/wavFilesTest/BAC009S0125W0128_BAC009S0170W0274_02_88_nspkrs_2.wav,2,2,TEST,0.0,7.532,8.283999999999999,6,16.748966109981893,30.734707897471736,35.505960363955246,87.98096778047739,2.1987609634568863,0.07582244246376035,44.63401200689533,0,2.88,0.7519999999999989,0
75,./playback/STIMULI/chinese/wavFilesTest/BAC009S0214W0262_BAC009S0757W0439_03_23_nspkrs_2.wav,2,2,TEST,0.0,8.043,8.968,6,20.319201717588726,44.66185013258563,47.401622455522755,372.97676614164635,0.9463161896994235,1.4414840753451017,42.338104589562995,0,3.23,0.9250000000000007,0
9,./playback/STIMULI/chinese/wavFilesTest/BAC009S0036W0376_BAC009S0036W0336_03_34_nspkrs_1.wav,1,1,TEST,0.0,8.782,9.354,6,1.6142605110378128,18.12668382864884,18.455999366141885,1.6845611777881118,1.487127941886328,0.5338875789037019,28.87770776827423,0,3.34,0.5719999999999992,0
56,./playback/STIMULI/chinese/wavFilesTest/BAC009S0141W0417_BAC009S0141W0289_02_99_nspkrs_1.wav,1,1,TEST,0.0,8.28,9.025,6,27.096964946079375,21.35084917306881,26.94752917296281,154.45529489590626,2.9057454129655493,0.8238822284432814,34.80351075166472,0,2.99,0.745000000000001,0
27,./playback/STIMULI/chinese/wavFilesTest/BAC009S0070W0447_BAC009S0083W0159_03_98_nspkrs_2.wav,2,2,TEST,0.0,8.793,9.363,6,9.355132016503319,56.772376029343484,57.780995075174104,108.50259531099522,0.8603662426689382,5.140019082086624,48.78830571456192,0,3.98,0.5700000000000003,0
82,./playback/STIMULI/chinese/wavFilesTest/BAC009S0339W0421_BAC009S0339W0196_03_63_nspkrs_1.wav,1,1,TEST,0.0,8.135,9.392,6,29.10356644853186,27.90611740156204,30.962635447497156,159.7472177254341,1.7632564181555246,4.52417124107177,36.36733649707682,0,3.63,1.2569999999999997,0
22,./playback/STIMULI/chinese/wavFilesTest/BAC009S0064W0121_BAC009S0108W0160_03_62_nspkrs_2.wav,2,2,TEST,0.0,8.057,8.539,6,0.26044489131489,17.577181660665776,21.053585579812832,27.80154351262638,0.6918958361987215,2.1282828086301318,34.122903646071016,0,3.62,0.4819999999999993,0
73,./playback/STIMULI/chinese/wavFilesTest/BAC009S0210W0307_BAC009S0352W0139_03_22_nspkrs_2.wav,2,2,TEST,0.0,8.533,9.032,6,10.823290194892195,26.622768397893104,28.944242012322608,123.24188570816715,0.9381749097754196,1.583690265710047,39.736425124921276,0,3.22,0.49900000000000055,0
38,./playback/STIMULI/chinese/wavFilesTest/BAC009S0090W0373_BAC009S0090W0327_03_45_nspkrs_1.wav,1,1,TEST,0.0,8.38,8.638,6,2.4551329087126987,8.887981140705163,10.65286068124614,17.506271610487488,1.917436362531438,0.2688465210243862,28.46850336250016,0,3.45,0.2579999999999991,0
48,./playback/STIMULI/chinese/wavFilesTest/BAC009S0121W0178_BAC009S0122W0348_04_55_nspkrs_2.wav,2,2,TEST,0.0,8.043,8.519,6,21.930892710165576,38.65507373465617,39.52922949825211,98.39831979524712,4.565725194461418,3.0561670297281296,42.13416108479039,0,4.55,0.47600000000000087,0
43,./playback/STIMULI/chinese/wavFilesTest/BAC009S0108W0444_BAC009S0108W0334_02_99_nspkrs_1.wav,1,1,TEST,0.0,7.525,7.995,6,7.409390303869087,14.73200663395244,15.68931492443942,2.5317311268468075,1.1718283322494916,1.139801363358444,35.56460522460252,0,2.99,0.46999999999999975,0
47,./playback/STIMULI/chinese/wavFilesTest/BAC009S0120W0135_BAC009S0252W0194_04_06_nspkrs_2.wav,2,2,TEST,0.0,8.55,9.126,6,4.339574797148232,25.056062912482624,27.12210183516588,15.556218635944731,0.7489835588719664,0.6814853045742241,61.69301324807567,0,4.06,0.5759999999999987,0
80,./playback/STIMULI/chinese/wavFilesTest/BAC009S0249W0357_BAC009S0249W0241_03_63_nspkrs_1.wav,1,1,TEST,0.0,7.791,8.875,6,9.679268456789911,21.133510478223396,22.02740106936461,116.81029258963065,1.3387909773038036,3.2919997556346487,34.580770437675106,0,3.63,1.0839999999999996,0
40,./playback/STIMULI/chinese/wavFilesTest/BAC009S0092W0416_BAC009S0092W0154_04_81_nspkrs_1.wav,1,1,TEST,0.0,8.023,8.68,6,1.4886059887508483,25.533339616796013,26.15669729044579,49.73250036935258,3.348414168501753,0.06338667174905765,34.185496314384515,0,4.81,0.657,0
55,./playback/STIMULI/chinese/wavFilesTest/BAC009S0140W0424_BAC009S0140W0359_03_13_nspkrs_1.wav,1,2,TEST,0.0,7.5539999999999985,8.115,6,9.559565685744843,21.698286208814626,23.73585726858619,65.76110074539724,1.4968550406617585,1.0728366368859952,39.178099805528156,0,3.13,0.5610000000000017,1
93,./playback/STIMULI/chinese/wavFilesTest/BAC009S0661W0448_BAC009S0661W0338_03_86_nspkrs_1.wav,1,1,TEST,0.0,7.033,7.612,6,10.277153857802034,39.928461725912754,40.460717709095356,90.76514217719144,3.8762001343448222,2.384147054073168,36.799652126012674,0,3.86,0.5789999999999997,0
59,./playback/STIMULI/chinese/wavFilesTest/BAC009S0153W0169_BAC009S0230W0205_03_06_nspkrs_2.wav,2,2,TEST,0.0,6.532,7.058,6,1.2152191441065272,43.99978465711172,45.14776226350714,121.25631172063652,0.2948849786540109,1.7862642707984406,41.87993763792542,0,3.06,0.5259999999999998,0
11,./playback/STIMULI/chinese/wavFilesTest/BAC009S0038W0122_BAC009S0718W0357_03_53_nspkrs_2.wav,2,2,TEST,0.0,7.525,8.037,6,0.3783375347162803,31.856947697848092,33.52045173906186,164.41980073212676,3.2927426228788192,2.90847377166807,43.77554888871509,0,3.53,0.5120000000000005,0
4,./playback/STIMULI/chinese/wavFilesTest/BAC009S0012W0137_BAC009S0052W0186_03_80_nspkrs_2.wav,2,2,TEST,0.0,8.137,8.501,6,0.6056201695250394,26.651700953297876,30.099504871760306,8.541811367839388,1.5220811964249812,3.6423888468674193,47.677709530704476,0,3.8,0.363999999999999,0
62,./playback/STIMULI/chinese/wavFilesTest/BAC009S0184W0225_BAC009S0660W0219_03_92_nspkrs_2.wav,2,2,TEST,0.0,8.346,8.926,6,2.5995293404950246,40.80715744497643,42.172761873986246,357.66276560210474,3.4810010033094105,5.982830808348666,37.055100176481815,0,3.92,0.5800000000000001,0
30,./playback/STIMULI/chinese/wavFilesTest/BAC009S0072W0368_BAC009S0121W0189_03_65_nspkrs_2.wav,2,2,TEST,0.0,7.778,8.273,6,11.041651687457074,28.33526126620537,30.88491927701513,85.6510065734156,1.8018216172454744,5.6609432410573115,43.23992032117389,0,3.65,0.4950000000000001,0
44,./playback/STIMULI/chinese/wavFilesTest/BAC009S0110W0303_BAC009S0110W0230_03_54_nspkrs_1.wav,1,1,TEST,0.0,7.542999999999998,8.083,6,7.1818467582278345,16.987838711226207,20.389335495343023,33.47133911642027,1.3192473375191565,0.5371624128434576,30.16497210799901,0,3.54,0.5400000000000018,0
103,./playback/STIMULI/chinese/wavFilesTest/BAC009S0901W0266_BAC009S0901W0192_02_88_nspkrs_1.wav,1,1,TEST,0.0,6.52,7.046,6,32.52787790799283,39.28340814208912,40.38073059506666,238.89253635770928,3.023073530202028,1.044413991902573,35.18097802324256,0,2.88,0.5260000000000007,0
49,./playback/STIMULI/chinese/wavFilesTest/BAC009S0121W0415_BAC009S0121W0371_03_27_nspkrs_1.wav,1,1,TEST,0.0,7.53,8.027999999999999,6,19.91540871802769,18.54994188450831,19.41339533205703,119.92049276093503,1.6531963445307143,3.4166402859882794,32.4520479607572,0,3.27,0.49799999999999844,0
63,./playback/STIMULI/chinese/wavFilesTest/BAC009S0185W0372_BAC009S0185W0370_03_82_nspkrs_1.wav,1,1,TEST,0.0,7.292000000000002,7.867000000000001,6,56.67504778532546,44.12824607500527,53.9372265201342,272.51978926890615,6.016915027573246,3.973707128518768,36.80663791057303,0,3.82,0.5749999999999993,0
45,./playback/STIMULI/chinese/wavFilesTest/BAC009S0112W0207_BAC009S0734W0409_02_53_nspkrs_2.wav,2,1,TEST,0.0,5.593,6.247999999999998,6,1.6952387605428498,44.49447917882309,45.74400689171846,11.257437368238357,0.20328520186495247,2.5180858778960133,46.407622079765645,0,2.53,0.6549999999999985,1
19,./playback/STIMULI/chinese/wavFilesTest/BAC009S0052W0186_BAC009S0084W0412_03_80_nspkrs_2.wav,2,2,TEST,0.0,6.79,7.298999999999999,6,10.377835586584396,26.837542007260556,28.804985176781468,154.20431504399562,4.115481937070328,2.036764493515548,40.7146749296763,0,3.8,0.5089999999999986,0
14,./playback/STIMULI/chinese/wavFilesTest/BAC009S0043W0165_BAC009S0043W0142_02_66_nspkrs_1.wav,1,2,TEST,0.0,6.782,7.27,6,6.528674408246488,33.87687753268797,34.292275865559446,90.68230633928906,0.9944632085779554,0.9669543025335088,34.061030815604234,0,2.66,0.48799999999999955,1
72,./playback/STIMULI/chinese/wavFilesTest/BAC009S0203W0326_BAC009S0665W0433_04_17_nspkrs_2.wav,2,2,TEST,0.0,8.884,9.318,6,14.734245560568638,35.56778143618674,38.74390080186087,158.9363484833745,3.650524615589811,7.2573716540139666,30.489872586995624,0,4.17,0.4339999999999993,0
37,./playback/STIMULI/chinese/wavFilesTest/BAC009S0090W0286_BAC009S0109W0462_04_92_nspkrs_2.wav,2,2,TEST,0.0,10.292,10.732,6,4.661510099441671,21.79794272667033,23.629665759189248,9.881892306287169,1.123286665126262,0.13175868548155736,37.38936786404585,0,4.92,0.4399999999999995,0
70,./playback/STIMULI/chinese/wavFilesTest/BAC009S0197W0428_BAC009S0197W0146_03_55_nspkrs_1.wav,1,2,TEST,0.0,6.782,7.379,6,6.1972416134178445,34.14366600469378,38.24054061304483,223.3194580101376,4.077404952548175,0.5152155075314653,44.66641480839068,0,3.55,0.5969999999999995,1
31,./playback/STIMULI/chinese/wavFilesTest/BAC009S0072W0461_BAC009S0072W0126_04_38_nspkrs_1.wav,1,2,TEST,0.0,8.302,9.018,6,10.303836629993015,30.81714592931569,32.91431116117278,33.740707017156694,0.8241157416392078,0.3979096245263207,30.51550069000751,0,4.38,0.7160000000000011,1
77,./playback/STIMULI/chinese/wavFilesTest/BAC009S0232W0412_BAC009S0363W0133_04_42_nspkrs_2.wav,2,1,TEST,0.0,8.542,8.971,6,3.1586384348654515,32.292546414600096,34.14966850403633,25.061550831853534,1.9317881519841225,1.549231938576554,42.979808120169004,0,4.42,0.42900000000000027,1
36,./playback/STIMULI/chinese/wavFilesTest/BAC009S0089W0349_BAC009S0089W0154_04_16_nspkrs_1.wav,1,1,TEST,0.0,7.291,7.697999999999999,6,13.173362724231794,29.878892217947666,31.77440907176364,18.391230868977463,0.3037616070058835,3.2778209805894387,28.232919936294657,0,4.16,0.40699999999999825,0
88,./playback/STIMULI/chinese/wavFilesTest/BAC009S0422W0435_BAC009S0727W0193_03_00_nspkrs_2.wav,2,2,TEST,0.0,6.533,7.046,6,34.68423439235065,32.889466239749346,35.19069344213773,68.03747653736048,3.4362430126321595,0.3691249744737206,49.94345987683999,0,3.0,0.5129999999999999,0
53,./playback/STIMULI/chinese/wavFilesTest/BAC009S0131W0134_BAC009S0198W0373_03_08_nspkrs_2.wav,2,2,TEST,0.0,8.052999999999999,8.807,6,4.348191973527065,40.32344396205559,42.471693544617295,227.74625021057372,1.0033271367243604,0.3292938470786311,57.6586101634348,0,3.08,0.7540000000000013,0
106,./playback/STIMULI/chinese/wavFilesTest/BAC009S0916W0467_BAC009S0916W0386_03_18_nspkrs_1.wav,1,1,TEST,0.0,6.5360000000000005,7.104,6,9.954818874787891,29.719494012042485,30.850074938068403,77.32621998458137,1.382288298198855,0.8886536467100115,34.26138593504712,0,3.18,0.5679999999999996,0
94,./playback/STIMULI/chinese/wavFilesTest/BAC009S0703W0422_BAC009S0703W0208_03_52_nspkrs_1.wav,1,1,TEST,0.0,8.549,9.123,6,5.562069735992793,26.44501900800399,27.04108509242502,53.07685681618439,2.2052458562037787,1.873731633377872,28.20800593373217,0,3.52,0.5739999999999998,0
91,./playback/STIMULI/chinese/wavFilesTest/BAC009S0599W0369_BAC009S0599W0145_03_02_nspkrs_1.wav,1,1,TEST,0.0,8.365,8.907,6,4.410498384272613,28.470038527413024,29.449874114095632,22.14422532558132,0.6604920217887429,1.1300667319978572,25.99068257037457,0,3.02,0.5419999999999998,0
71,./playback/STIMULI/chinese/wavFilesTest/BAC009S0202W0408_BAC009S0202W0238_03_23_nspkrs_1.wav,1,2,TEST,0.0,6.275,7.178,6,17.074302722710115,33.261897846103054,35.16989955180013,147.43859732569152,8.14927707476002,1.4447670393713563,31.876964252973977,0,3.23,0.9029999999999996,1
83,./playback/STIMULI/chinese/wavFilesTest/BAC009S0342W0169_BAC009S0342W0129_03_49_nspkrs_1.wav,1,1,TEST,0.0,7.035,7.414,6,11.594473469494972,23.634577070468488,32.21001007678823,11.589208935072804,0.8270017983226445,0.35931407803970217,33.46936778911836,0,3.49,0.37899999999999956,0
54,./playback/STIMULI/chinese/wavFilesTest/BAC009S0138W0364_BAC009S0138W0356_03_04_nspkrs_1.wav,1,1,TEST,0.0,7.545,8.109,6,42.72385304336683,29.957554084618945,36.34233451180736,21.278342054598625,4.4467203632550705,0.18905605404097514,35.76907826548386,0,3.04,0.5640000000000001,0
104,./playback/STIMULI/chinese/wavFilesTest/BAC009S0901W0384_BAC009S0902W0364_03_81_nspkrs_2.wav,2,2,TEST,0.0,8.031,8.517000000000001,6,0.2961528000780333,24.670993880830174,26.232812078786427,176.004075899305,2.496103318960712,1.7300630993062642,50.633885612166225,0,3.81,0.48600000000000065,0
39,./playback/STIMULI/chinese/wavFilesTest/BAC009S0091W0409_BAC009S0091W0381_04_56_nspkrs_1.wav,1,2,TEST,0.0,9.048,9.315,6,13.108588806030696,25.09463867908165,26.64236388148539,94.18874560793192,5.56914391391568,2.9142942675177466,24.76899787623773,0,4.56,0.26699999999999946,1
105,./playback/STIMULI/chinese/wavFilesTest/BAC009S0902W0425_BAC009S0902W0208_03_61_nspkrs_1.wav,1,1,TEST,0.0,8.556000000000001,9.06,6,9.82709785453244,26.107468997101265,27.02231817270935,61.36650527551068,0.40545322426721053,2.376092788895562,31.48636611327861,0,3.61,0.5039999999999996,0
26,./playback/STIMULI/chinese/wavFilesTest/BAC009S0068W0324_BAC009S0906W0357_04_27_nspkrs_2.wav,2,2,TEST,0.0,7.536,8.644,6,14.712300878272107,30.570498304622763,31.567123761654983,107.78432119734691,2.292811179731067,1.1346051843516705,58.55715290526749,0,4.27,1.1080000000000005,0
16,./playback/STIMULI/chinese/wavFilesTest/BAC009S0049W0316_BAC009S0049W0136_03_24_nspkrs_1.wav,1,1,TEST,0.0,6.534,7.199,6,18.338331694475453,24.83951315090181,26.142725267837427,90.68709085900416,1.0327424792998698,0.4947049558855525,34.14307036532262,0,3.24,0.665,0
5,./playback/STIMULI/chinese/wavFilesTest/BAC009S0019W0426_BAC009S0733W0302_02_75_nspkrs_2.wav,2,2,TEST,0.0,6.7860000000000005,7.2120000000000015,6,1.6688376245463985,29.222162820896468,30.5344285930277,3.4091653725081983,0.558550499096274,0.5207848044607317,61.03872804082885,0,2.75,0.42600000000000104,0
25,./playback/STIMULI/chinese/wavFilesTest/BAC009S0067W0365_BAC009S0067W0250_02_77_nspkrs_1.wav,1,1,TEST,0.0,6.3679999999999986,6.7429999999999986,6,15.785932142493564,21.731479605509872,22.043506472918047,96.19027774813007,1.1979025381444632,1.3666555789770172,32.224803998503816,0,2.77,0.375,0
61,./playback/STIMULI/chinese/wavFilesTest/BAC009S0167W0471_BAC009S0660W0299_04_90_nspkrs_2.wav,2,2,TEST,0.0,10.296,10.785,6,3.7092408562971,12.934479989913848,17.29730840892941,109.73839020733264,1.277673984953191,0.1849534197933309,32.492006170098556,0,4.9,0.48900000000000077,0
51,./playback/STIMULI/chinese/wavFilesTest/BAC009S0128W0416_BAC009S0128W0353_02_59_nspkrs_1.wav,1,1,TEST,0.0,7.29,7.9929999999999986,6,0.948997015637758,13.286366208594634,15.880133753790705,37.932668795320296,1.690314328036175,0.2490879911254069,33.67973798485848,0,2.59,0.7029999999999985,0
98,./playback/STIMULI/chinese/wavFilesTest/BAC009S0734W0238_BAC009S0905W0174_04_15_nspkrs_2.wav,2,2,TEST,0.0,8.799,9.427,6,1.7840230112432494,33.17905521704966,34.46763993616706,139.01396464550163,1.4457131282173936,1.7628820126261502,35.32924368561795,0,4.15,0.6280000000000001,0
92,./playback/STIMULI/chinese/wavFilesTest/BAC009S0601W0275_BAC009S0716W0469_03_73_nspkrs_2.wav,2,2,TEST,0.0,8.024,8.566,6,4.074982251522883,34.45562389828538,39.539233101569565,22.80191252279133,1.2424947116006706,3.1089348324550343,55.79265684086504,0,3.73,0.5420000000000016,0
10,./playback/STIMULI/chinese/wavFilesTest/BAC009S0037W0398_BAC009S0037W0309_03_07_nspkrs_1.wav,1,1,TEST,0.0,6.032,6.547999999999999,6,0.8477878537332799,34.143805586869995,34.705981991844695,22.36934155342396,1.8674548609064219,0.07633741604887234,36.51343330060962,0,3.07,0.5159999999999991,0
97,./playback/STIMULI/chinese/wavFilesTest/BAC009S0733W0439_BAC009S0733W0401_02_67_nspkrs_1.wav,1,2,TEST,0.0,7.534,8.027999999999999,6,11.496633662481171,28.58728739293751,29.680855140266786,136.6248177580129,1.0388072592227342,2.5851038756004385,43.35618473784809,0,2.67,0.4939999999999989,1
87,./playback/STIMULI/chinese/wavFilesTest/BAC009S0356W0160_BAC009S0511W0405_04_50_nspkrs_2.wav,2,2,TEST,0.0,9.558,10.253,6,15.140513113635393,37.83713752483396,42.02967553326863,7.87894656365836,1.5026726962100128,2.156003278233328,39.712736289770476,0,4.5,0.6950000000000003,0
23,./playback/STIMULI/chinese/wavFilesTest/BAC009S0064W0353_BAC009S0064W0267_03_02_nspkrs_1.wav,1,1,TEST,0.0,8.045,8.447000000000001,6,1.5267296601038682,21.67054043932044,22.098153398523227,213.6981933569686,0.34189052404950626,0.3927268045853509,31.215648188521165,0,3.02,0.402000000000001,0
67,./playback/STIMULI/chinese/wavFilesTest/BAC009S0195W0174_BAC009S0204W0372_04_52_nspkrs_2.wav,2,2,TEST,0.0,9.559,10.19,6,5.2468384093712634,34.80615271067633,37.43171096829123,26.959698140435535,1.1336383412258186,1.8493248128991129,46.332720493615895,0,4.52,0.6310000000000002,0
15,./playback/STIMULI/english/wavFilesTest/126-122467-0042_126-122467-0021_02_90_nspkrs_1.wav,1,1,TRAIN,0.0,7.932,8.847999999999997,6,0.9732841456903428,28.55826046636859,29.580842273899368,65.20425520665805,0.1678875189482163,2.7561605778720515,0.0,1,2.9,0.9159999999999968,0
6,./playback/STIMULI/english/wavFilesTest/1089-134691-0018_1089-134686-0027_03_09_nspkrs_1.wav,1,1,TRAIN,0.0,6.274,6.976,6,28.5586218662109,30.191512995299558,31.038729824951773,56.67011794163267,0.4175082346333561,1.8467937949338449,0.0,1,3.09,0.702,0
10,./playback/STIMULI/english/wavFilesTest/1160-139717-0011_1455-138263-0002_04_55_nspkrs_2.wav,2,2,TRAIN,0.0,8.307,8.831,6,1.2751155464105892,31.670513931558638,34.07601128033509,277.05649745119257,0.607280329552994,3.3543718827377798,0.0,1,4.55,0.5239999999999991,0
7,./playback/STIMULI/english/wavFilesTest/1093-132891-0112_7395-89882-0032_03_45_nspkrs_2.wav,2,2,TRAIN,0.0,8.546,9.172,6,3.109000477036574,35.939603568802944,37.90496289565433,252.40195678092712,5.689750317653383,3.8376836747281833,0.0,1,3.45,0.6260000000000012,0
14,./playback/STIMULI/english/wavFilesTest/1259-27120-0025_1259-137770-0014_02_90_nspkrs_1.wav,1,2,TRAIN,0.0,7.5379999999999985,9.598,6,60.14067819046366,27.057574850000986,34.5927910350199,257.90977992328806,3.0585661613815267,1.6474408387453678,0.0,1,2.9,2.0600000000000023,1
1,./playback/STIMULI/english/wavFilesTest/1034-121119-0041_1034-121119-0035_04_62_nspkrs_1.wav,1,1,TRAIN,0.0,7.8,8.272,6,9.451303362389352,13.918117256048381,14.389551011274907,44.85960516292254,1.8360591841063467,1.6275423799269078,0.0,1,4.62,0.4720000000000004,0
9,./playback/STIMULI/english/wavFilesTest/115-122944-0032_4899-32637-0006_04_54_nspkrs_2.wav,2,-38,TRAIN,0.0,10.056,10.056,6,23.096301910713663,33.07204750427069,35.220585736184994,354.94771387848414,7.6122700971252515,2.9701834213967544,0.0,1,4.54,0.0,40
4,./playback/STIMULI/english/wavFilesTest/1081-125237-0096_1081-125237-0009_02_92_nspkrs_1.wav,1,2,TRAIN,0.0,6.03,6.0310000000000015,6,3.763099537161594,35.802490348166025,36.95800678411587,116.60561328822719,1.1580928207775685,0.4842938281720279,0.0,1,2.92,0.0010000000000012221,1
8,./playback/STIMULI/english/wavFilesTest/1098-133695-0077_211-122442-0035_04_80_nspkrs_2.wav,2,2,TRAIN,0.0,9.609,10.112,6,0.2402919828314793,31.278348284518646,33.52054396587117,177.85340939883457,2.0217379591149083,1.7244452587651296,0.0,1,4.8,0.5030000000000001,0
5,./playback/STIMULI/english/wavFilesTest/1089-134686-0032_7832-258250-0055_04_09_nspkrs_2.wav,2,2,TRAIN,0.0,8.797,9.524,6,1.9877556887880277,28.5931352027348,29.59680940855299,161.05934646394257,2.25661569613634,0.9038623467895804,0.0,1,4.09,0.7269999999999985,0
78,./playback/STIMULI/english/wavFilesTest/4837-302000-0019_5393-19219-0022_04_26_nspkrs_2.wav,2,2,TEST,0.0,9.209,9.684,6,2.7835506707060347,38.280313773014285,39.56306193925207,109.24339625120449,0.927349586363576,1.3459441483601893,65.91157145076397,1,4.26,0.47499999999999964,0
59,./playback/STIMULI/english/wavFilesTest/3368-170950-0007_5656-44577-0005_03_60_nspkrs_2.wav,2,2,TEST,0.0,8.113,8.546,6,4.165544778480552,32.75270757245338,33.59310080292077,200.03222165952232,0.8931284632939445,3.651143238530551,51.02741754552059,1,3.6,0.43299999999999983,0
37,./playback/STIMULI/english/wavFilesTest/224-129790-0037_224-129790-0000_02_80_nspkrs_1.wav,1,1,TEST,0.0,6.537000000000001,7.166,6,92.65329312025776,32.34677156246947,50.34423360963395,53.838967299957396,0.6800176764942254,1.7255169301778892,33.740691185375915,1,2.8,0.6289999999999996,0
