7,./playback/STIMULI/english/wavFilesTest/1093-132891-0112_7395-89882-0032_03_45_nspkrs_2.wav,2,2,TRAIN, 0.00,8.580,10.358
4,./playback/STIMULI/english/wavFilesTest/1081-125237-0096_1081-125237-0009_02_92_nspkrs_1.wav,1,1,TRAIN, 0.00,5.942,7.456
9,./playback/STIMULI/english/wavFilesTest/115-122944-0032_4899-32637-0006_04_54_nspkrs_2.wav,2,2,TRAIN, 0.00,9.961,12.648
6,./playback/STIMULI/english/wavFilesTest/1089-134691-0018_1089-134686-0027_03_09_nspkrs_1.wav,1,1,TRAIN, 0.00,6.200,8.489
14,./playback/STIMULI/english/wavFilesTest/1259-27120-0025_1259-137770-0014_02_90_nspkrs_1.wav,1,1,TRAIN, 0.00,7.458,8.269
5,./playback/STIMULI/english/wavFilesTest/1089-134686-0032_7832-258250-0055_04_09_nspkrs_2.wav,2,2,TRAIN, 0.00,8.708,9.586
15,./playback/STIMULI/english/wavFilesTest/126-122467-0042_126-122467-0021_02_90_nspkrs_1.wav,1,1,TRAIN, 0.00,7.701,8.913
8,./playback/STIMULI/english/wavFilesTest/1098-133695-0077_211-122442-0035_04_80_nspkrs_2.wav,2,1,TRAIN, 0.00,9.459,11.235
10,./playback/STIMULI/english/wavFilesTest/1160-139717-0011_1455-138263-0002_04_55_nspkrs_2.wav,2,2,TRAIN, 0.00,8.200,9.535
1,./playback/STIMULI/english/wavFilesTest/1034-121119-0041_1034-121119-0035_04_62_nspkrs_1.wav,1,1,TRAIN, 0.00,7.698,9.212
39,./playback/STIMULI/english/wavFilesTest/237-134500-0034_237-134500-0016_03_08_nspkrs_1.wav,1,1,TEST, 0.00,6.704,7.499
45,./playback/STIMULI/english/wavFilesTest/2514-149482-0072_5105-28240-0007_04_95_nspkrs_2.wav,2,2,TEST, 0.00,9.950,10.649
77,./playback/STIMULI/english/wavFilesTest/4595-45218-0039_4595-45204-0025_04_18_nspkrs_1.wav,1,1,TEST, 0.00,7.197,8.146
21,./playback/STIMULI/english/wavFilesTest/1487-133273-0090_1487-133273-0074_03_15_nspkrs_1.wav,1,1,TEST, 0.00,7.962,8.905
81,./playback/STIMULI/english/wavFilesTest/5154-6174-0016_5154-26558-0008_04_32_nspkrs_1.wav,1,1,TEST, 0.00,7.439,8.134
89,./playback/STIMULI/english/wavFilesTest/5727-47030-0068_5727-47030-0024_02_88_nspkrs_1.wav,1,1,TEST, 0.00,5.683,7.658
76,./playback/STIMULI/english/wavFilesTest/4535-279852-0034_4535-279849-0002_02_87_nspkrs_1.wav,1,1,TEST, 0.00,7.197,8.388
35,./playback/STIMULI/english/wavFilesTest/211-122442-0065_7717-105405-0059_04_86_nspkrs_2.wav,2,2,TEST, 0.00,8.223,10.017
3,./playback/STIMULI/english/wavFilesTest/1052-139307-0016_8014-112602-0024_03_13_nspkrs_2.wav,2,2,TEST, 0.00,6.940,7.991
100,./playback/STIMULI/english/wavFilesTest/7117-86732-0029_7117-86710-0013_03_21_nspkrs_1.wav,1,1,TEST, 0.00,6.443,8.026
110,./playback/STIMULI/english/wavFilesTest/986-129388-0046_986-129388-0002_03_65_nspkrs_1.wav,1,1,TEST, 0.00,6.966,8.060
20,./playback/STIMULI/english/wavFilesTest/1462-170145-0019_2764-36616-0000_02_69_nspkrs_2.wav,2,2,TEST, 0.00,6.453,7.210
11,./playback/STIMULI/english/wavFilesTest/1183-128659-0014_3615-14674-0057_03_03_nspkrs_2.wav,2,2,TEST, 0.00,6.441,6.649
78,./playback/STIMULI/english/wavFilesTest/4837-302000-0019_5393-19219-0022_04_26_nspkrs_2.wav,2,2,TEST, 0.00,8.968,9.689
106,./playback/STIMULI/english/wavFilesTest/8190-284435-0012_8190-284435-0011_03_78_nspkrs_1.wav,1,1,TEST, 0.00,6.964,7.985
94,./playback/STIMULI/english/wavFilesTest/5968-61356-0016_5968-55202-0008_03_66_nspkrs_1.wav,1,1,TEST, 0.00,8.200,9.893
50,./playback/STIMULI/english/wavFilesTest/2830-3980-0004_6494-60801-0033_03_81_nspkrs_2.wav,2,1,TEST, 0.00,8.211,9.567
61,./playback/STIMULI/english/wavFilesTest/353-128309-0092_353-128309-0024_04_18_nspkrs_1.wav,1,1,TEST, 0.00,7.455,8.592
57,./playback/STIMULI/english/wavFilesTest/3307-145138-0066_3307-145138-0018_03_52_nspkrs_1.wav,1,1,TEST, 0.00,8.710,9.618
22,./playback/STIMULI/english/wavFilesTest/1498-140041-0041_1498-140040-0009_05_01_nspkrs_1.wav,1,1,TEST, 0.00,9.463,10.302
44,./playback/STIMULI/english/wavFilesTest/251-137823-0025_251-137823-0015_03_66_nspkrs_1.wav,1,1,TEST, 0.00,6.719,7.792
99,./playback/STIMULI/english/wavFilesTest/6924-114452-0012_6924-114452-0004_02_69_nspkrs_1.wav,1,1,TEST, 0.00,7.448,8.282
28,./playback/STIMULI/english/wavFilesTest/176-123271-0022_4973-24514-0013_04_76_nspkrs_2.wav,2,1,TEST, 0.00,8.200,9.743
80,./playback/STIMULI/english/wavFilesTest/511-131228-0021_511-131228-0000_02_54_nspkrs_1.wav,1,1,TEST, 0.00,6.194,6.875
24,./playback/STIMULI/english/wavFilesTest/1580-141084-0027_1580-141083-0030_03_36_nspkrs_1.wav,1,1,TEST, 0.00,7.212,7.840
